numero_dpe;date_derniere_modification_dpe;date_visite_diagnostiqueur;date_etablissement_dpe;date_reception_dpe;date_fin_validite_dpe;numero_dpe_remplace;numero_dpe_immeuble_associe;id_rnb;provenance_id_rnb;numero_rpls_logement;numero_immatriculation_copropriete;modele_dpe;version_dpe;methode_application_dpe;etiquette_dpe;etiquette_ges;classe_altitude;zone_climatique;type_batiment;type_installation_chauffage;type_installation_ecs;hauteur_sous_plafond;nombre_appartement;nombre_niveau_immeuble;nombre_niveau_logement;typologie_logement;appartement_non_visite;surface_habitable_immeuble;surface_habitable_logement;surface_tertiaire_immeuble;classe_inertie_batiment;score_ban;numero_etage_appartement;position_logement_dans_immeuble;nom_residence;complement_adresse_batiment;complement_adresse_logement;indicateur_confort_ete;protection_solaire_exterieure;logement_traversant;presence_brasseur_air;inertie_lourde;isolation_toiture;deperditions_totales_batiment;deperditions_totales_logement;deperditions_enveloppe;deperditions_ponts_thermiques;deperditions_murs;deperditions_planchers_hauts;deperditions_planchers_bas;deperditions_portes;deperditions_baies_vitrees;deperditions_renouvellement_air;qualite_isolation_enveloppe;qualite_isolation_murs;qualite_isolation_plancher_haut_comble_amenage;qualite_isolation_plancher bas;qualite_isolation_menuiseries;ubat_w_par_m2_k;emission_ges_5_usages;emission_ges_5_usages par_m2;emission_ges_chauffage;emission_ges_ecs;emission_ges_refroidissement;emission_ges_eclairage;emission_ges_auxiliaires;type_energie_n1;emission_ges_5_usages_energie_n1;emission_ges_chauffage_energie_n1;emission_ges_ecs_energie_n1;type_energie_n2;emission_ges_5_usages_energie_n2;emission_ges_chauffage_energie_n2;emission_ges_ecs_energie_n2;type_energie_n3;emission_ges_5_usages_energie_n3;emission_ges_chauffage_energie_n3;emission_ges_ecs_energie_n3;type_energie_principale_chauffage;type_generateur_chauffage_principal;type_installation_chauffage_n1;type_emetteur_installation_chauffage_n1;configuration_installation_chauffage_n1;description_installation_chauffage_n1;surface_chauffee_installation_chauffage_n1;type_generateur_n1_installation_n1;type_energie_generateur_n1_installation_n1;usage_generateur_n1_installation_n1;type_generateur_n2_installation_n1;type_energie_generateur_n2_installation_n1;usage_generateur_n2_installation_n1;type_installation_chauffage_n2;type_emetteur_installation_chauffage_n2;configuration_installation_chauffage_n2;description_installation_chauffage_n2;surface_chauffee_installation_chauffage_n2;type_generateur_n1_installation_n2;type_energie_generateur_n1_installation_n2;usage_generateur_n1_installation_n2;type_generateur_n2_installation_n2;type_energie_generateur_n2_installation_n2;usage_generateur_n2_installation_n2;type_energie_principale_ecs;type_generateur_chauffage_principal_ecs;type_installation_ecs_n1;configuration_installation_ecs_n1;description_installation_ecs_n1;nombre_logements_desservis_par_installation_ecs_n1;surface_habitable_desservie_par_installation_ecs_n1;type_installation_solaire_n1;production_ecs_solaire_installation_n1;type_generateur_n1_ecs_n1;type_energie_generateur_n1_ecs_n1;usage_generateur_n1_ecs_n1;description_generateur_n1_ecs_n1;volume_stockage_generateur_n1_ecs_n1;cop_generateur_n1_ecs_n1;type_generateur_n2_ecs_n1;type_energie_generateur_n2_ecs_n1;usage_generateur_n2_ecs_n1;description_generateur_n2_ecs_n1;volume_stockage_generateur_n2_ecs_n1;cop_generateur_n2_ecs_n1;type_ventilation;surface_ventilee;ventilation_posterieure_2012;type_generateur_froid;description_generateur_froid;surface_climatisee;categorie_enr;systeme_production_electricite_origine_renouvelable;presence_production_pv;surface_totale_capteurs_pv;nombre_module;production_electricite_pv_kwhep_par_an;electricite_pv_autoconsommee
2238N2463825J;26/10/2023;18/10/2022;18/10/2022;20/10/2022;17/10/2032;;;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;20;1;1;;0;1262.8;64.7;;;0.73;;;;;2-Bâtiment B-7-01-2202;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.56;931.2;14.3;369.2;774.7;0;2.9;0.1;Gaz naturel;0;0;0;Électricité;3;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2438N1156697H;29/03/2024;27/03/2024;28/03/2024;29/03/2024;27/03/2034;;2438N1156240S;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;8;1;1;;0;513.6;64.5;;;0.8;;;;;2-Logements intermédiaire-3-A003;;;;;;;;;;;;;;;;;très bonne;bonne;;très bonne;très bonne;0.42;834.4;12.9;468.7;351.4;0;2.9;0.6;Gaz naturel;0;0;0;Électricité;3.5;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2238N1070765D;08/11/2023;26/04/2022;26/04/2022;17/05/2022;25/04/2032;;;;;;;DPE NEUF logement : RT2012;2.1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;38;1;1;;0;886;29.2;;;0.79;;;;;;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.5;351.4;12;169.4;246.8;0;1.2;0.4;Réseau de Chauffage urbain;0;0;0;Électricité;1.6;0;0;;;;;Réseau de Chauffage urbain;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2138N0895990Z;26/10/2023;07/12/2021;09/12/2021;10/12/2021;08/12/2031;;;;;;;DPE NEUF logement : RT2012;2;dpe appartement généré à partir des données DPE immeuble;C;C;supérieur à 800m;H1c;appartement;individuel;individuel;2.5;99;1;;T3;1;4438;72.2;;;0.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2238N1560201P;26/10/2023;04/07/2022;04/07/2022;07/07/2022;03/07/2032;;;;;;;DPE NEUF logement : RT2012;2.1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle;B;A;inférieur à 400m;H1c;maison;;;2.5;;1;1;;;;;;;0.96;;;;;;bon;1;0;1;0;1;;;0.3;5.6;23.1;10.5;21.3;8.9;8.9;34.2;très bonne;très bonne;moyenne;très bonne;très bonne;0.26;207;2.4;137;51;0;14;4;Électricité;207;137;51;;;;;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;Il existe plusieurs descriptifs ENR;;;;;10.5;
2338N3871466L;14/11/2023;13/11/2023;13/11/2023;14/11/2023;12/11/2033;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;A;;;appartement;individuel;individuel;2.5;82;1;1;;0;5547.7;43.6;;;0.64;;;;;1-PHOENIX 3 R+5 81 logements-59-B34 T2 R+3;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.5;179.1;4.1;100.9;65.6;0;1.7;0.3;Bois – Bûches;0;0;0;Électricité;2.1;0;0;;;;;Bois – Bûches;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;chauffage au bois;;;;;0;
2338N0922181K;26/10/2023;01/03/2023;06/03/2023;20/03/2023;05/03/2033;;2338N0922179I;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;9;1;1;;0;580;62;;;0.81;;;;;1-Le Métronome-1-T3 R+1;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.56;765.8;12.3;411.5;478.6;0;2.4;1.2;Gaz naturel;0;0;0;Électricité;3.6;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2338N0070469G;26/10/2023;08/01/2023;08/01/2023;10/01/2023;07/01/2033;;;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle;A;A;inférieur à 400m;H1c;maison;;;2.5;;1;1;;;;;;;0.76;;;;;;bon;1;0;1;0;1;;;0.3;4.9;18.3;12.9;23;9.2;9.2;36;très bonne;très bonne;très bonne;très bonne;très bonne;0.28;164;1.9;103;41;0;14;7;Électricité;164;103;41;;;;;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;pompe à chaleur;;;;;12.9;
2138N0622653A;08/11/2023;30/09/2021;30/09/2021;03/11/2021;29/09/2031;;;;;;;DPE NEUF logement : RT2012;1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;14;1;1;;0;875.5;64.7;;;0.47;;;;;;;;;;;;;;;;;;;;;;moyenne;bonne;;très bonne;très bonne;0.67;723;11.1;345.8;512;0;3.5;0.8;Réseau de Chauffage urbain;0;0;0;Électricité;4.3;0;0;;;;;Réseau de Chauffage urbain;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2238N0733449L;08/11/2023;06/04/2022;06/04/2022;07/04/2022;05/04/2032;;;;;;;DPE NEUF logement : RT2012;2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;B;B;;;appartement;individuel;individuel;2.5;24;1;1;;0;1580.9;71;;;0.73;;;;;;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.64;762.6;10.6;744.3;0;0;3.3;1.2;Réseau de Chauffage urbain;0;0;0;Électricité;4.5;0;0;;;;;Réseau de Chauffage urbain;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2238N1028638W;08/11/2023;08/05/2022;08/05/2022;12/05/2022;07/05/2032;;;;;;;DPE NEUF logement : RT2012;2.1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;B;B;;;appartement;individuel;individuel;2.5;15;1;1;;0;977;66.7;;;0.6;;;;;;;;;;;;;;;;;;;;;;moyenne;moyenne;;très bonne;très bonne;0.75;624.6;9.3;326.8;397;0;2.8;1.3;Réseau de Chauffage urbain;0;0;0;Électricité;4.1;0;0;;;;;Réseau de Chauffage urbain;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2338N4105257K;30/11/2023;27/11/2023;27/11/2023;30/11/2023;26/11/2033;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;16;1;1;;0;921.2;42.7;;;0.81;;;;;1-Batiment-13-203;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.47;545.1;12.7;251.8;282.9;0;1.9;0.6;Gaz naturel;0;0;0;Électricité;2.5;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2438N1135580C;28/03/2024;25/02/2024;27/03/2024;28/03/2024;26/03/2034;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle;A;A;inférieur à 400m;H1c;maison;;;2.5;;;1;;;;243.9;;;0.35;0;;;24/02/25/ST JEAN DE MOIRANS/7962;;;;;;;;;;;;;;;;;;très bonne;très bonne;;très bonne;très bonne;0.36;302.4;1;208.2;45.3;0;34;14.9;Bois – Granulés (pellets) ou briquettes;302.4;208.2;45.3;Électricité;302.4;208.2;45.3;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;Il existe plusieurs descriptifs ENR;;;;;0;
2338N4149599W;04/12/2023;03/12/2023;03/12/2023;04/12/2023;02/12/2033;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle;A;A;;;maison;;;2.5;1;1;1;;0;117.3;117.3;;;0.78;;;;;1-FICARELLI Laurianne-1-LogZone;;;;;;;;;;;;;;;;;très bonne;très bonne;;très bonne;très bonne;0.36;169.9;1.4;110.4;30.3;0;16.1;5.6;Électricité;29.1;0;0;;;;;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;pompe à chaleur;;;;;0;
2238N0757622E;26/10/2023;27/03/2022;10/04/2022;11/04/2022;09/04/2032;;2238N0757564Y;;;;;DPE NEUF logement : RT2012;2.1;dpe appartement généré à partir des données DPE immeuble;C;C;inférieur à 400m;H1c;appartement;individuel;individuel;2.5;14;1;;;0;964.8;68.8;;;0.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2338N1748794F;26/10/2023;25/05/2023;25/05/2023;26/05/2023;24/05/2033;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle;B;A;;;maison;;;2.5;1;1;1;;0;99.9;99.9;;;0.77;;;;;1-Batiment n 1-1-LogZone;;;;;;;;;;;;;;;;;très bonne;très bonne;;bonne;très bonne;0.39;250.2;2.5;185.6;43.2;0;13.6;2.4;Électricité;21.5;0;0;;;;;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;Il existe plusieurs descriptifs ENR;;;;;0;
2338N2564890N;26/10/2023;25/07/2023;26/07/2023;28/07/2023;25/07/2033;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;collectif;collectif;2.5;25;1;1;;0;1148.5;41.9;;;0.81;;;;;2-Maison de Blandine - Batiment B-11-B105;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.5;562.9;13.4;273.3;281.1;0;1.8;0.2;Gaz naturel;0;0;0;Électricité;2;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2138N0894600N;26/10/2023;07/12/2021;09/12/2021;10/12/2021;08/12/2031;;;;;;;DPE NEUF logement : RT2012;2;dpe appartement généré à partir des données DPE immeuble;C;C;supérieur à 800m;H1c;appartement;individuel;individuel;2.5;99;1;;T3;1;4438;40.1;;;0.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2238N0773684Y;08/11/2023;12/04/2022;12/04/2022;13/04/2022;11/04/2032;;;;;;;DPE NEUF logement : RT2012;2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;23;1;1;;0;1627.2;87;;;0.8;;;;;;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.63;1037.2;11.9;523.1;695;0;3.7;1.4;Gaz naturel;0;0;0;Électricité;5.1;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2338N1200963U;26/10/2023;05/04/2023;05/04/2023;11/04/2023;04/04/2033;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle;C;C;;;maison;;;2.5;1;1;1;;0;120.7;120.7;;;0.6;;;;;1-CANOPUS   LOT 27/28/29-1-LogZone;;;;;;;;;;;;;;;;;très bonne;bonne;;très bonne;très bonne;0.41;1507.4;12.4;1092;395.3;0;16.1;0;Gaz naturel;0;0;0;Électricité;20;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;panneaux solaires photovoltaïques;;;;;0;
2438N2331290Y;27/06/2024;01/04/2024;26/06/2024;27/06/2024;25/06/2034;;2438N2330947T;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;A;A;inférieur à 400m;H1c;appartement;collectif;collectif;2.5;12;;3;;1;;81;;;0.73;;;Bâtiment;3;1;bon;1;1;0;1;0;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.57;476.7;5.8;455.4;3.2;0;10.8;7.4;Gaz naturel;455.2;455.2;0;Électricité;21.5;0.2;3.2;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2338N4210467Y;07/12/2023;06/12/2023;06/12/2023;07/12/2023;05/12/2033;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle;A;A;;;maison;;;2.5;1;1;1;;0;143.6;143.6;;;0.53;;;;;1-Batiment n 1-1-LogZone;;;;;;;;;;;;;;;;;très bonne;très bonne;;très bonne;très bonne;0.25;211.9;1.4;137.3;49.5;0;16.8;2.8;Électricité;25.1;0;0;;;;;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;pompe à chaleur;;;;;0;
2438N2319179D;27/06/2024;01/04/2024;24/06/2024;27/06/2024;23/06/2034;;2438N2290967B;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;B;B;inférieur à 400m;H1c;appartement;collectif;collectif;2.5;15;;3;;1;;27.1;;;0.73;;;Bâtiment;2;1;moyen;1;0;0;1;1;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.6;280.4;10.3;273.7;0.9;0;3.5;2.2;Gaz naturel;273.5;273.5;0;Électricité;6.8;0.2;0.9;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2138N0532076H;08/11/2023;06/10/2021;18/10/2021;19/10/2021;17/10/2031;;;;;;;DPE NEUF logement : RT2012;1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;12;1;1;;0;707.9;47.9;;;0.62;;;;;;;;;;;;;;;;;;;;;;très bonne;très bonne;;bonne;très bonne;0.45;800.5;16.6;464.2;461.7;0;2.6;0;Gaz naturel;0;0;0;Électricité;2.6;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2338N3871272Z;14/11/2023;13/11/2023;13/11/2023;14/11/2023;12/11/2033;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;A;;;appartement;individuel;individuel;2.5;82;1;1;;0;5547.7;42.9;;;0.64;;;;;1-PHOENIX 3 R+5 81 logements-25-B14 T2 R+1;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.5;177.5;4.1;100;65;0;1.7;0.3;Bois – Bûches;0;0;0;Électricité;2;0;0;;;;;Bois – Bûches;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;chauffage au bois;;;;;0;
2238N0900871T;08/11/2023;26/04/2022;26/04/2022;28/04/2022;25/04/2032;;;;;;;DPE NEUF logement : RT2012;2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;62;1;1;;0;1396;19.1;;;0.79;;;;;;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.55;254.7;13.4;123.4;177.5;0;0.9;0.3;Réseau de Chauffage urbain;0;0;0;Électricité;1.1;0;0;;;;;Réseau de Chauffage urbain;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2238N1932585B;26/10/2023;28/07/2022;01/08/2022;29/08/2022;31/07/2032;;;;;;;DPE NEUF logement : RT2012;2.1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;14;1;1;;0;884.3;63.5;;;0.69;;;;;1-Batiment A-1-A001;;;;;;;;;;;;;;;;;bonne;très bonne;;bonne;très bonne;0.57;1051.4;16.5;680.3;505.9;0;2.9;0;Gaz naturel;0;0;0;Électricité;2.9;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2438N0255463L;23/01/2024;16/01/2023;22/01/2024;23/01/2024;21/01/2034;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle;A;A;400-800m;H1c;maison;;;2.5;;;1;;;;87.2;;;0.43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2338N3646282N;27/10/2023;24/10/2023;24/10/2023;27/10/2023;23/10/2033;2338N3613038X;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;18;1;1;;0;1305;66;;;0.56;;;;;1-Bâtiment P R+5 18 logements-2-P1 134 T3 R+1;;;;;;;;;;;;;;;;;bonne;bonne;;très bonne;très bonne;0.62;831;12.5;407.9;409.2;0;2.8;0.5;Gaz naturel;0;0;0;Électricité;3.3;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2238N3182516I;26/10/2023;05/12/2022;28/12/2022;29/12/2022;27/12/2032;;;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle;A;A;;;maison;;;2.5;1;1;1;;0;71.4;71.4;;;0.49;;;;;1-Villa Martin-1-LogZone;;;;;;;;;;;;;;;;;très bonne;très bonne;;très bonne;très bonne;0.28;151.9;2.1;93.7;42.7;0;11.1;5.4;Électricité;27.9;0;0;;;;;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;pompe à chaleur;;;;;0;
2138N0575071Y;08/11/2023;08/09/2021;25/10/2021;26/10/2021;24/10/2031;;;;;;;DPE NEUF logement : RT2012;1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;37;1;1;;0;1657.8;38.4;;;0.81;;;;;;;;;;;;;;;;;;;;;;bonne;bonne;;très bonne;très bonne;0.55;729.8;19;399;455.9;0;2;0.2;Gaz naturel;0;0;0;Électricité;2.3;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2338N0327413S;26/10/2023;31/01/2023;31/01/2023;01/02/2023;30/01/2033;;;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle;A;A;;;maison;;;2.5;1;1;1;;0;91.8;91.8;;;0.78;;;;;1-Batiment n 1-1-LogZone;;;;;;;;;;;;;;;;;très bonne;très bonne;;bonne;très bonne;0.39;182.8;1.9;131.1;46.1;0;13.7;1.5;Électricité;18.9;0;0;;;;;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;Il existe plusieurs descriptifs ENR;;;;;0;
2338N0811966J;26/10/2023;27/02/2023;12/03/2023;13/03/2023;11/03/2033;;;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle;A;A;;;maison;;;2.5;1;1;1;;0;88.6;88.6;;;0.73;;;;;1-M. et Mme ROBBIANI-1-LogZone;;;;;;;;;;;;;;;;;très bonne;très bonne;;très bonne;très bonne;0.27;151.4;1.7;98.4;51.1;0;11.9;0.7;Électricité;16.7;0;0;;;;;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;pompe à chaleur;;;;;0;
2438N3937996I;07/11/2024;30/10/2024;06/11/2024;07/11/2024;05/11/2034;;;;;;;DPE NEUF logement : RT2012;2.4;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle;A;A;inférieur à 400m;H1c;maison;;;2.5;;;1;;;;66.4;;;0.95;;;Lot A5;;;moyen;1;1;0;0;1;;;;;;;;;;;très bonne;très bonne;;;très bonne;0.33;131.9;1.9;75.1;24;0;9.5;23.2;Électricité;116.5;60.9;23.7;;;;;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;Il existe plusieurs descriptifs ENR;;;;;0;
2438N0211274W;19/01/2024;21/11/2023;18/01/2024;19/01/2024;17/01/2034;;2438N0211066W;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;B;B;;;appartement;individuel;individuel;2.5;53;1;1;;0;3582.9;46.3;;;0.76;;;;;1-Bâtiment Aromatik-49-A901;;;;;;;;;;;;;;;;;très bonne;très bonne;;très bonne;très bonne;0.42;341.4;7.3;81.9;225.6;0;2.1;0.5;Réseau de Chauffage urbain;0;0;0;Électricité;2.6;0;0;;;;;Réseau de Chauffage urbain;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;Il existe plusieurs descriptifs ENR;;;;;0;
